taxon,species_aggregated,genus,family,flowering_start,flowering_end,flowering_times,flowers_m2,nectar_ml,sugar_concentration_mol,sugar_concentration_perc,nectar_sugar_content_mg,pollen_mg,corolla_mm,protein,sugar_perc,time_to_dry_proxy_raw,time_to_dry_days,gmm_confidence,gmm_label
Dracocephalum altaiense,Dracocephalum altaiense,Dracocephalum,Lamiaceae,182.0,243.0,61.0,,0.0007839294463498,1.78878177037686,39.0,0.48,,4.0,18.7046642833333,1.78878177037686,0.0001994880578459,2.2370294148943186,1.0,1.0
Plantago spec,"Plantago coronopus, Plantago lanceolata, Plantago major, Plantago media",Plantago,Plantaginaceae,114.0,281.0,167.0,269.758590481172,0.0,0.0,,0.0,0.496323030503319,4.0,23.9,0.0,0.0,0.05,1.0,1.0
Coreopsis spec,"Coreopsis picta, Coreopsis tinctoria",Coreopsis,Asteraceae,213.0,304.0,91.0,,0.0004370147826733,1.375,,0.20568647015,0.609969458813763,4.0,18.91633889375,1.375,0.0001107559337068,1.2420005701177417,1.0,1.0
Trifolium resupinatum,Trifolium resupinatum,Trifolium,Fabaceae,91.0,181.0,90.0,,0.0017450579413769,1.375,,0.821333333333331,,4.0,26.3727967,1.375,0.000442263120912,4.959472869133725,1.0,1.0
,,,,,,,,0.0013048835615996428,,,,,8.469205094779555,,0.9987639608227397,,1.7450181998847876,,
Raphanus spec,"Raphanus raphanistrum, Raphanus sativus, Raphanus spp",Raphanus,Brassicaceae,152.0,243.0,91.0,839.885,0.0001679176193004,2.49970785860356,54.5,0.129763168766666,0.60736020533039,8.33,24.4562121181818,2.49970785860356,2.066207311157399e-05,0.2317014152244603,1.0,1.0
Fumaria officinalis,Fumaria officinalis,Fumaria,Papaveraceae,121.0,304.0,183.0,,4.907601220800298e-05,1.375,,0.02189777683,0.0084459641786512,4.510771344906873,31.294,2.030638571369554,1.1791289515265885e-05,0.12448122378439201,1.0,1.0
Prunus spinosa,Prunus spinosa,Prunus,Rosaceae,60.0,151.0,91.0,664.5858333335,9.93e-05,0.779652352,,0.26623,0.0333,0.0,27.2,0.779652352,10007.4194785536,7.0,1.0,1.0
Trifolium hybridum,Trifolium hybridum,Trifolium,Fabaceae,121.0,273.0,152.0,,0.4388013138661059,1.97224656733859,43.0,113.241333333334,,4.096114355990245,23.54,1.9927720731791416,0.085291554462657,7.0,1.0,0.0
Polygonum spec,"Polygonum, Polygonum aviculare, Polygonum aviculare agg",Polygonum,Polygonaceae,121.0,334.0,213.0,855.77,7.801404011733467e-06,1.375,0.0,0.00305,0.0051065471737198,1.401195776300327,25.0179055883978,1.5472416944698817,4.939346177174834e-06,0.06340111132310022,1.0,1.0
Fallopia convolvulus,Fallopia convolvulus,Fallopia,Polygonaceae,182.0,304.0,122.0,2910.4,0.00013096958495758613,1.375,,0.06508,,4.219266438618447,25.0179055883978,1.484788769520378,3.5043608655366874e-05,0.3532557533082542,1.0,1.0
Cerastium spec,"Cerastium arvense, Cerastium fontanum, Cerastium holosteoides",Cerastium,Caryophyllaceae,81.0,191.0,110.0,660.48,4.3287754925916546e-05,1.375,,0.01925925536,0.0408618757434323,3.332553116809949,25.0179055883978,1.2176194505004543,1.0370525627381524e-05,0.1474344221571331,1.0,1.0
Hedera helix,Hedera helix,Hedera,Araliaceae,213.0,334.0,121.0,87.8172185430464,0.04729343009430493,0.665059888986269,14.5,9.208282,,3.1020167860580043,25.5,0.437535800248794,0.0101795767261947,7.0,1.0,1.0
Sorbus aucuparia,Sorbus aucuparia,Sorbus,Rosaceae,121.0,158.0,37.0,5935.3,0.0001032866242038,1.14665498101081,25.0,0.07027,0.55,4.0,21.518011945,1.14665498101081,2.6117741290943347e-05,0.2928804668776484,1.0,1.0
Campanula spec,"Campanula rapunculoides, Campanula rapunculus, Campanula rotundifolia, Campanula sp",Campanula,Campanulaceae,152.0,273.0,121.0,329.14,0.0005773884564239195,1.375,60.06,0.29018,,3.039882328068623,25.0179055883978,1.3585581190005551,0.0001535657396914,2.158870237667747,1.0,1.0
Nigella spec,Nigella damascena,Nigella,Ranunculaceae,,,,,0.000265453145890786,1.375,,0.13106782847,2.12801927577395,3.5943896165911786,15.03,1.5914262946745776,7.05760554427358e-05,0.8413458841251586,1.0,1.0
Fumaria officinalis,Fumaria officinalis,Fumaria,Papaveraceae,121.0,304.0,183.0,,4.8002218650456084e-05,1.375,,0.02189777683,0.0084459641786512,4.294460025396291,31.294,1.55781875416089,1.1791289515265885e-05,0.12729780125907394,1.0,1.0
Cichorium intybus,Cichorium intybus,Cichorium,Asteraceae,182.0,304.0,122.0,,0.39633638634672197,,,,,3.3756736365054794,15.05,1.4560206653286083,0.1267187496832031,7.0,1.0,0.0
Lathyrus spec,"Lathyrus latifolius, Lathyrus pratensis, Lathyrus sp, Lathyrus tuberosus",Lathyrus,Fabaceae,142.0,253.0,111.0,409.835,0.0024652216342429313,1.375,67.0,1.170255,0.07,3.5323105619647484,26.3727967,1.3398534363848829,0.0006301468691918,7.0,0.9999999999999838,1.0
Castanea sativa,"Castanea, Castanea sativa",Castanea,Fagaceae,152.0,196.0,44.0,9291.5,6.600187910652272e-05,1.03198948290973,22.5,0.0086,,4.047393229804006,22.035,1.0477837667617165,1.7294488602325545e-05,0.184783199939396,1.0,1.0
,,,,,,,,0.0019948632372199905,,,,,1.9123261169229862,,1.535001986260081,,7.0,,
Solanum tuberosum,"Solanum, Solanum tuberosum",Solanum,Solanaceae,121.0,243.0,122.0,23.81,5.79820996998911e-05,1.375,,0.02729,,4.0,46.365,1.375,1.4694838355954054e-05,0.1647857320600616,1.0,1.0
Cosmos spec,"Cosmos bipinnatus, Cosmos sulphureus",Cosmos,Asteraceae,213.0,304.0,91.0,,0.0014401841945816843,1.375,,0.701077992,4.21258677866803,4.979013157602337,18.91633889375,1.3536696015752319,0.0003020074099672,3.2875247830525542,1.0,1.0
Gladiolus spec,Gladiolus sp,Gladiolus,Iridaceae,152.0,243.0,91.0,42.17,0.006676716330704,1.375,,3.14248,,4.0,25.0179055883978,1.375,0.0016921302908324,7.0,0.9999999999999788,1.0
Glechoma hederacea,Glechoma hederacea,Glechoma,Lamiaceae,91.0,181.0,90.0,367.1811574075,0.0016482522837829299,0.87236667,37.45,0.438066944483569,0.896667,12.683091130059085,19.06965,1.0603139370732404,0.0001205669422918,1.4727668777672487,1.0,1.0
Calendula officinalis,Calendula officinalis,Calendula,Asteraceae,152.0,304.0,152.0,,0.0008736713038194042,1.375,,0.47074647115,2.08376048088796,3.4731085798427497,18.91633889375,1.1236198062876268,0.000253482715287,2.8525752439614065,1.0,1.0
Bellis perennis,Bellis perennis,Bellis,Asteraceae,1.0,365.0,364.0,303.703578947368,0.0001043019980273764,1.375,,0.0581645740266667,0.166767526113049,4.564338829834728,18.91633889375,1.5297805591350817,3.131986124458147e-05,0.2601734587981119,1.0,1.0
Viola spec,"Viola arvensis, Viola reichenbachiana, Viola riviniana, Viola sylvestris, Viola tricolor",Viola,Violaceae,76.0,220.0,144.0,168.925,0.0006895654261141665,0.886746518648359,19.3333333333333,0.17562,,16.11861167412097,25.0179055883978,0.7644483515970784,5.5877455802483126e-05,0.4834036995622193,1.0,1.0
Symphytum spec,"Symphytum, Symphytum officinale, Symphytum sp, Symphytum tuberosum",Symphytum,Boraginaceae,121.0,191.0,70.0,49.8908333335,0.003163248580513335,0.989791281,31.85,1.60973,0.953333,15.333881654968852,13.6053345,0.9671464600833923,0.0002253000879682,2.335694775635339,1.0,1.0
Crepis spec,"Crepis biennis, Crepis capillaris",Crepis,Asteraceae,136.0,258.0,122.0,440.342857142857,0.00021848076064940038,1.375,,0.101024,0.627631556871401,3.9003052948301606,18.91633889375,1.257138598540673,5.43983638721673e-05,0.6360555384194,1.0,1.0
Senecio spec,"Senecio doronicum, Senecio vernalis",Senecio,Asteraceae,152.0,288.0,136.0,,0.55,,,,,4.507950391506043,18.91633889375,1.4509735513695108,0.1267187496832031,7.0,1.0,0.0
Ribes subg. Ribes,"Ribes nigrum, Ribes rubrum, Ribes sp",Ribes,Grossulariaceae,91.0,151.0,60.0,,0.019376546475775958,1.15302528646087,25.1388888888889,5.25,0.25,4.399231065383672,25.0179055883978,1.2302545470342154,0.004570409371541,7.0,1.0,1.0
Thymus spec,"Thymus capitatus, Thymus polytrichus, Thymus ssp",Thymus,Lamiaceae,121.0,243.0,122.0,828.34,9.7310686482661e-05,1.73144902132632,37.75,0.039825,,4.0,18.7046642833333,1.73144902132632,2.4748892790980506e-05,0.2775304033599848,1.0,1.0
,,,,,,,,0.09118869853940648,,,,,4.0,,1.7610396761469578,,7.0,,
Geranium spec,"Geranium columbinum, Geranium dissectum, Geranium molle, Geranium pratense, Geranium pusillum, Geranium robertianum, Geranium rotundifolium, Geranium spp, Geranium sylvaticum",Geranium,Geraniaceae,133.0,266.0,133.0,610.914,0.0005791655730050993,2.33407991695297,50.88888889,0.144651618015,0.0436689988643979,3.4492417338147274,25.0179055883978,1.947647067520474,0.0001495512769988,1.919601604779753,1.0,1.0
Rubus sect. Rubus,"Rubus, Rubus caesius, Rubus fruticosus, Rubus fruticosus agg, Rubus sp",Rubus,Rosaceae,121.0,242.0,121.0,39.724326923,0.006985832123783145,0.500418064,33.075,1.90390184367336,0.564722,0.0,18.42,0.6114564170134218,620988.3192580001,7.0,1.0,1.0
Vicia spec annuales,"Vicia angustifolia, Vicia hirsuta, Vicia pannonica, Vicia parviflora, Vicia sativa, Vicia tetrasperma, Vicia villosa",Vicia,Fabaceae,139.0,225.0,86.0,0.131818182,0.0008445830078390533,0.815340079,,0.445118640671233,0.193714889005261,8.112184925841136,42.8,0.937115365996008,0.000123918903344,1.178447334346993,1.0,1.0
Nigella spec,Nigella damascena,Nigella,Ranunculaceae,,,,,0.000278475188633,1.375,,0.13106782847,2.12801927577395,4.0,15.03,1.375,7.05760554427358e-05,0.7914293903975135,1.0,1.0
Prunus spinosa,Prunus spinosa,Prunus,Rosaceae,60.0,151.0,91.0,664.5858333335,8.231730310961479e-05,0.779652352,,0.26623,0.0333,0.0,27.2,0.6487250352545434,10007.4194785536,7.0,1.0,1.0
Heracleum spec,"Heracleum sphondylium, Heraculum spp",Heracleum,Apiaceae,152.0,273.0,121.0,703.71915473756,0.0030598441558441,1.375,38.525,1.4401539,,0.0,25.0179055883978,1.375,310191.7012986956,7.0,1.0,1.0
Sinapis alba,Sinapis alba,Sinapis,Brassicaceae,152.0,212.0,60.0,,0.00036542701083370653,1.99517966695881,43.5,0.255,0.95334311921792,2.961597036695669,24.91,2.1793118356709833,9.520744838585984e-05,1.413814537793028,1.0,1.0
,,,,,,,,0.027749918151611305,,,,,3.7789183619950895,,1.4051958093684316,,7.0,,
Reseda spec,"Reseda lutea, Reseda luteola",Reseda,Resedaceae,136.0,273.0,137.0,,0.0007660981703449,1.375,,0.3605736801,0.137793366707249,4.0,25.0179055883978,1.375,0.0001941580045613,2.177258989991272,1.0,1.0
Cichorium intybus,Cichorium intybus,Cichorium,Asteraceae,182.0,304.0,122.0,,0.55,,,,,3.5280605349374987,15.05,0.8811838121142778,0.1267187496832031,7.0,1.0,0.0
Heracleum spec,"Heracleum sphondylium, Heraculum spp",Heracleum,Apiaceae,152.0,273.0,121.0,703.71915473756,0.0032655112888407478,1.375,38.525,1.4401539,,0.0,25.0179055883978,1.0273455532893834,310191.7012986956,7.0,1.0,1.0
Lathyrus spec,"Lathyrus latifolius, Lathyrus pratensis, Lathyrus sp, Lathyrus tuberosus",Lathyrus,Fabaceae,142.0,253.0,111.0,409.835,0.0030687533623938693,1.375,67.0,1.170255,0.07,3.772116092926063,26.3727967,1.142395217241084,0.0006301468691918,7.0,0.9999999999999838,1.0
,,,,,,,,7.227012535802633e-05,,,,,3.144539466395188,,1.2198160865503207,,0.2608687716364796,,
Malcolmia maritima,Malcolmia maritima,Malcolmia,Brassicaceae,,,,,0.00010234589623235799,1.375,,0.04634862543,0.175121638257609,4.113906035702466,24.4562121181818,1.1894379502869008,2.495733084333131e-05,0.2822968555413868,1.0,1.0
Daucus carota,Daucus carota,Daucus,Apiaceae,152.0,243.0,91.0,1646.59211732356,0.0010783795810706813,1.375,,0.56503978899825,0.396171490328399,3.829069560170455,25.0179055883978,1.5295707418188464,0.0003042568107003,3.2064593715970324,1.0,1.0
Sisymbrium officinale,Sisymbrium officinale,Sisymbrium,Brassicaceae,152.0,212.0,60.0,1199.67058823529,1.487546688581615e-05,1.375,,0.0093073493477,0.0194532597748173,3.7458360361234972,22.0,1.1107794760880472,5.011725693911551e-06,0.05,1.0,1.0
Chaerophyllum spec,"Chaerophyllum aureum, Chaerophyllum bulbosum, Chaerophyllum temulum",Chaerophyllum,Apiaceae,142.0,222.0,80.0,,0.37074024444459364,,69.5,,,0.0,25.0179055883978,1.468177273944078,50687499.99999999,7.0,1.0,0.0
Vicia spec annuales,"Vicia angustifolia, Vicia hirsuta, Vicia pannonica, Vicia parviflora, Vicia sativa, Vicia tetrasperma, Vicia villosa",Vicia,Fabaceae,139.0,225.0,86.0,0.131818182,0.0007794189521992332,0.815340079,,0.445118640671233,0.193714889005261,7.568188191344758,42.8,0.7374813857174224,0.000123918903344,1.1633889099130765,1.0,1.0
Convolvulus arvensis,Convolvulus arvensis,Convolvulus,Convolvulaceae,152.0,273.0,121.0,252.86,0.0007474995352295,1.375,,0.35182,,4.0,27.4783393,1.375,0.0001894444129861,2.1244014750224776,1.0,1.0
Solanum dulcamara,Solanum dulcamara,Solanum,Solanaceae,152.0,273.0,121.0,127.2,4.12184952062253e-06,1.375,,0.00194,,4.0,44.61,1.375,1.0446312352711944e-06,0.05,1.0,1.0
Sorbus aucuparia,Sorbus aucuparia,Sorbus,Rosaceae,121.0,158.0,37.0,5935.3,0.00010787245720070924,1.14665498101081,25.0,0.07027,0.55,2.94596693051285,21.518011945,1.0826863249334189,2.6117741290943347e-05,0.4150632383556237,1.0,1.0
Polygonum spec,"Polygonum, Polygonum aviculare, Polygonum aviculare agg",Polygonum,Polygonaceae,121.0,334.0,213.0,855.77,5.499895914399448e-06,1.375,0.0,0.00305,0.0051065471737198,1.462201861091904,25.0179055883978,1.5207877384354291,4.939346177174834e-06,0.05,1.0,1.0
Fallopia convolvulus,Fallopia convolvulus,Fallopia,Polygonaceae,182.0,304.0,122.0,2910.4,0.0001382731787639,1.375,,0.06508,,4.0,25.0179055883978,1.375,3.5043608655366874e-05,0.392973816140084,1.0,1.0
Primula vulgaris,Primula vulgaris,Primula,Primulaceae,32.0,151.0,119.0,246.98,0.000391060054595,1.28425357873211,28.0,0.17191,,7.25,25.0179055883978,1.28425357873211,5.463203541997348e-05,0.6126355208911762,1.0,1.0
Dracocephalum altaiense,Dracocephalum altaiense,Dracocephalum,Lamiaceae,182.0,243.0,61.0,,0.0010117273292420427,1.78878177037686,39.0,0.48,,3.4227453301950237,18.7046642833333,2.085538887114037,0.0001994880578459,3.3838251334076754,1.0,1.0
Origanum vulgare,Origanum vulgare,Origanum,Lamiaceae,182.0,273.0,91.0,16183.86,3.863501557608176e-05,3.48583114227286,76.0,0.431302748733333,0.0070294649055641,3.683249417605412,18.7046642833333,3.2278452380952443,1.080651569568501e-05,0.12142318380195614,1.0,1.0
Ribes subg. Ribes,"Ribes nigrum, Ribes rubrum, Ribes sp",Ribes,Grossulariaceae,91.0,151.0,60.0,,0.014895951838546688,1.15302528646087,25.1388888888889,5.25,0.25,4.906737059966033,25.0179055883978,1.0633868219041798,0.004570409371541,7.0,1.0,1.0
Sanguisorba minor,Sanguisorba minor,Sanguisorba,Rosaceae,121.0,243.0,122.0,504.0,1.3503198549692046e-06,1.375,,0.000605,,2.837819840376751,21.518011945,1.4626492163462057,3.257741738861197e-07,0.05,1.0,1.0
Symphytum spec,"Symphytum, Symphytum officinale, Symphytum sp, Symphytum tuberosum",Symphytum,Boraginaceae,121.0,191.0,70.0,49.8908333335,0.0032348331810122,0.989791281,31.85,1.60973,0.953333,14.5,13.6053345,0.989791281,0.0002253000879682,2.5264816821889715,1.0,1.0
Prunus spinosa,Prunus spinosa,Prunus,Rosaceae,60.0,151.0,91.0,664.5858333335,0.00010037294007329926,0.779652352,,0.26623,0.0333,0.0,27.2,0.8280559321691158,10007.4194785536,7.0,1.0,1.0
Borago spec,"Borago, Borago officinalis",Borago,Boraginaceae,152.0,212.0,60.0,406.0,0.004128625783692207,2.46530820917324,53.75,1.95,,3.7865810106573794,30.2597411333333,2.572312134930112,0.0008962382278118,7.0,0.9912676009008068,1.0
Cornus spec,"Cornus, Cornus mas, Cornus sanguinea",Cornus,Cornaceae,121.0,151.0,30.0,218.83,9.95801968731905e-05,2.01811276657902,44.0,0.06879,,0.0,19.1766666666667,2.01811276657902,10158.983753927288,7.0,0.999999997604839,1.0
Vicia spec perennes,"Vicia cassubica, Vicia cracca, Vicia grandiflora, Vicia nigricans, Vicia sepium, Vicia sp, Vicia tenuifolia",Vicia,Fabaceae,140.0,206.0,66.0,221.10416666675,0.0017739092460503454,1.375,29.5,0.157638159683334,0.308991306727076,6.0718476794827865,23.774583325,1.431176262025312,0.000236601646527,3.3230492883085327,1.0,1.0
Rosa canina,"Rosa cania, Rosa canina, Rosa canina agg",Rosa,Rosaceae,136.0,212.0,76.0,32.84078125,3.157340486709679e-05,1.375,,0.01733,0.669444,0.0,11.786175,1.305074428095509,3732.6720314450367,7.0,1.0,1.0
Glycine max,Glycine max,Glycine,Fabaceae,,,,,6.307739270934115e-05,1.88051416885773,41.0,0.035,,4.668755466746426,26.3727967,1.7870089381920844,1.3848912486389136e-05,0.15421256118508334,1.0,1.0
Stellaria graminea,Stellaria graminea,Stellaria,Caryophyllaceae,121.0,212.0,91.0,1332.0,5.22763919793908e-05,1.375,,0.02460453734,0.0080087872352671,4.0,25.0179055883978,1.375,1.324879805915486e-05,0.1485700512118367,1.0,1.0
Euphorbia spec,"Euphorbia amygdaloides, Euphorbia exigua, Euphorbia helioscopia, Euphorbia platyphyllos",Euphorbia,Euphorbiaceae,162.0,273.0,111.0,,0.5473986112821047,1.921328671,42.0,,,0.0,25.0179055883978,1.5166192990058398,50960664.3355,7.0,1.0,0.0
Stellaria holostea,Stellaria holostea,Stellaria,Caryophyllaceae,91.0,120.0,29.0,1.31,1.17706424454891e-05,1.375,,0.00554,,4.0,25.0179055883978,1.375,2.9831221873208383e-06,0.05,1.0,1.0
Cytisus scoparius,Cytisus scoparius,Cytisus,Fabaceae,121.0,181.0,60.0,3883.28,7.031672877493868e-05,1.375,,0.03396,,3.860638402045459,26.3727967,1.4603446654204817,1.8286431314334906e-05,0.2072290599744279,1.0,1.0
Vaccinium myrtillus,"Vaccinium, Vaccinium myrtillus, Vaccinium sp",Vaccinium,Ericaceae,91.0,181.0,90.0,220.43,0.002680793553623084,1.31865322816243,28.75,0.979135,,2.9776042824337745,42.9,0.8238220418532435,0.00072600945603,7.0,0.9999999999999982,1.0
Rosa canina,"Rosa cania, Rosa canina, Rosa canina agg",Rosa,Rosaceae,136.0,212.0,76.0,32.84078125,3.6820439274427e-05,1.375,,0.01733,0.669444,0.0,11.786175,1.375,3732.6720314450367,7.0,1.0,1.0
Rubus idaeus,Rubus idaeus,Rubus,Rosaceae,,,,,0.00884327993510628,1.19710780017528,26.1,5.0,,4.02314867378855,25.57,1.1237750184968538,0.0024415438030105,7.0,1.0,1.0
Malus domestica,"Malus domestica, Malus sp",Malus,Rosaceae,91.0,151.0,60.0,185.26,0.0028741814727902,2.05578857309795,44.8214285714286,2.10173666666667,1.7,4.0,23.0,2.05578857309795,0.0007333171399361,7.0,0.9999896346795212,1.0
Sonchus spec,"Sonchus arvensis, Sonchus asper, Sonchus oleraceus, Sonchus sp",Sonchus,Asteraceae,162.0,304.0,142.0,133.059659055005,0.0010329340527684,1.375,17.0,0.486163323611111,0.368471904391115,6.0,16.4,1.375,0.0001745228157081,1.9570729021319069,1.0,1.0
Crepis spec,"Crepis biennis, Crepis capillaris",Crepis,Asteraceae,136.0,258.0,122.0,440.342857142857,0.00030817459614002984,1.375,,0.101024,0.627631556871401,3.779050625927182,18.91633889375,1.1333643828047733,5.43983638721673e-05,0.9248331151646961,1.0,1.0
,,,,,,,,0.02847150390584469,,,,,5.09109451816834,,0.7652895972770914,,7.0,,
Malva spec,"Malva alcea, Malva mauritiana, Malva moschata, Malva sp, Malva sylvestris, Malva verticillata",Malva,Malvaceae,160.0,296.0,136.0,8282.0,0.0021372965322009,2.06397896581946,45.0,1.08288022793333,4.34644419388959,4.0,37.1,2.06397896581946,0.0005453524694022,6.115501492727068,1.0,1.0
Berberis spec,"Berberis darwinii, Berberis spp",Berberis,Berberidaceae,,,,,0.5027920877316182,,35.85,,,5.503131907587703,25.0179055883978,1.3566857326592967,0.0921590907415289,7.0,1.0,0.0
Althaea officinalis,Althaea officinalis,Althaea,Malvaceae,182.0,273.0,91.0,,0.0034748403557147275,2.01811276657902,44.0,2.64,,3.358148553226186,37.1,1.8564921335078324,0.0009746953424668,7.0,0.9999953353745592,1.0
Succisa pratensis,Succisa pratensis,Succisa,Dipsacoideae,182.0,273.0,91.0,171.347228381375,0.0037712521827796067,1.375,,2.140897,,4.862666163949878,25.0179055883978,1.2757440182027588,0.0011528081843806,7.0,0.9999999999999823,1.0
Ribes uva-crispa,Ribes uva-crispa,Ribes,Grossulariaceae,91.0,151.0,60.0,,0.0080944798301486,1.10078878177038,24.0,3.05,0.25,4.0,25.0179055883978,1.10078878177038,0.0020458957339006,7.0,1.0,1.0
Achillea spec,"Achillea millefolium, Achillea millefolium agg, Achillea spp",Achillea,Asteraceae,152.0,243.0,91.0,25041.3410714286,6.594366373664964e-05,1.375,40.25,0.0326004221225,0.17449896045336,3.096776505464983,18.91633889375,1.277985640052111,2.0501418748075077e-05,0.24184274012788207,1.0,1.0
Berberis spec,"Berberis darwinii, Berberis spp",Berberis,Berberidaceae,,,,,0.42323768805336015,,35.85,,,5.6814972642767065,25.0179055883978,1.4119755997097403,0.0921590907415289,7.0,1.0,0.0
Lamium album,Lamium album,Lamium,Lamiaceae,106.0,334.0,228.0,299.7904761905,0.0028256824801236374,0.756159314,33.5,0.851684824946353,0.725,13.101634294935636,22.8,0.9935746208851248,0.0001888665814929,2.442566645997751,1.0,1.0
Lamium album,Lamium album,Lamium,Lamiaceae,106.0,334.0,228.0,299.7904761905,0.001826713974001853,0.756159314,33.5,0.851684824946353,0.725,9.080555983831777,22.8,0.817702492571457,0.0001888665814929,2.2743101993199666,1.0,1.0
Erica spec,"Erica carnea, Erica cinerea, Erica spp, Erica tetralix, Erica x darleyensis",Erica,Ericaceae,102.0,263.0,161.0,14798.07,0.00017273378887892892,1.375,27.6666666666667,0.075465,,4.863932253709839,28.4,1.255882604482897,3.9806318286769e-05,0.4032411430586922,1.0,1.0
Trifolium incarnatum,Trifolium incarnatum,Trifolium,Fabaceae,152.0,243.0,91.0,2293.73376623377,0.0056022043441774855,1.87478089395267,40.875,3.542,1.95722167392162,2.7300073306176813,26.3727967,1.5479842237934596,0.0013618112433728,7.0,0.9999998384664396,1.0
Potentilla spec,"Potentilla anserina, Potentilla erecta, Potentilla fruticosa, Potentilla reptans",Potentilla,Rosaceae,152.0,263.0,111.0,257.1,2.7683429451493277e-05,1.375,24.0,0.02325,,1.2042832827393013,17.24,1.4539701831294165,1.8826196565744827e-05,0.26152611840856455,1.0,1.0
,,,,,,,,0.0002446264606106667,,,,,4.0,,1.7376517364788295,,0.6977180222492876,,
Lysimachia spec,"Lysimachia nemorum, Lysimachia vulgaris, Lysimachia vvulgaris",Lysimachia,Primulaceae,142.0,253.0,111.0,61.56,1.4675297815829834e-05,1.375,,0.00718,,4.122032944371966,25.0179055883978,1.3421681202778624,3.866212509921233e-06,0.05,1.0,1.0
Rubus sect. Rubus,"Rubus, Rubus caesius, Rubus fruticosus, Rubus fruticosus agg, Rubus sp",Rubus,Rosaceae,121.0,242.0,121.0,39.724326923,0.0061789625478229,0.500418064,33.075,1.90390184367336,0.564722,0.0,18.42,0.500418064,620988.3192580001,7.0,1.0,1.0
Cosmos spec,"Cosmos bipinnatus, Cosmos sulphureus",Cosmos,Asteraceae,213.0,304.0,91.0,,0.001496729587632952,1.375,,0.701077992,4.21258677866803,4.53525054940354,18.91633889375,1.4304633985837114,0.0003020074099672,3.7537492681192064,1.0,1.0
Crataegus spec,"Crataegus, Crataegus laevigata, Crataegus monogy, Crataegus monogyna, Crataegus oxyacantha, Crataegus sp, Crataegus spp, Crataegus subsphaerica",Crataegus,Rosaceae,121.0,181.0,60.0,5195.2116666665,0.0017675546785085364,1.023306391,15.8,0.379681014592375,0.3315,0.2084857869233692,15.3978889,1.2476321836512876,0.0075781458387596,7.0,1.0,1.0
Crataegus spec,"Crataegus, Crataegus laevigata, Crataegus monogy, Crataegus monogyna, Crataegus oxyacantha, Crataegus sp, Crataegus spp, Crataegus subsphaerica",Crataegus,Rosaceae,121.0,181.0,60.0,5195.2116666665,0.0020989619531164463,1.023306391,15.8,0.379681014592375,0.3315,0.22539793987596374,15.3978889,1.0509915273407309,0.0075781458387596,7.0,1.0,1.0
Viola spec,"Viola arvensis, Viola reichenbachiana, Viola riviniana, Viola sylvestris, Viola tricolor",Viola,Violaceae,76.0,220.0,144.0,168.925,0.000816010178136345,0.886746518648359,19.3333333333333,0.17562,,16.131500000000006,25.0179055883978,0.9247648187830472,5.5877455802483126e-05,0.572497192952405,1.0,1.0
Sanguisorba minor,Sanguisorba minor,Sanguisorba,Rosaceae,121.0,243.0,122.0,504.0,1.28542214431785e-06,1.375,,0.000605,,4.0,21.518011945,1.375,3.257741738861197e-07,0.05,1.0,1.0
,,,,,,,,0.0006332153981480258,,,,,2.2958672077821975,,1.7088180579904355,,3.1457057799929538,,
Solidago spec,"Solidago serotina, Solidago spp",Solidago,Asteraceae,213.0,234.0,21.0,,0.5250721346373286,,38.0,,,0.9117247996371094,18.91633889375,1.3855480495763834,0.4921116457076539,7.0,1.0,0.0
Stachys spec,"Stachys germanica, Stachys officinalis, Stachys palustris, Stachys recta, Stachys sylvatica",Stachys,Lamiaceae,162.0,273.0,111.0,563.735,0.0017856466180651792,1.044243191,54.0,0.31111,0.8,7.526908705966992,14.5433167,1.0885066209168064,0.0002192484930641,2.6892763944070563,1.0,1.0
,,,,,,,,0.00039247596270802315,,,,,4.352906996800842,,1.3488497402957593,,1.0247249032964862,,
Eupatorium cannabinum,Eupatorium cannabinum,Eupatorium,Asteraceae,182.0,273.0,91.0,1595.62982209738,0.002723996920887003,2.0257571331191,44.1666666666667,1.817736,,3.1311236443509713,18.91633889375,2.082875458472295,0.0006419824536294,7.0,0.9999946397083332,1.0
Ranunculus spec,"Ranuculus spp, Ranunculus, Ranunculus acris, Ranunculus bulbosos, Ranunculus bulbosus, Ranunculus flammula, Ranunculus lingua, Ranunculus repens",Ranuculus,Ranunculaceae,116.0,273.0,157.0,192.413467742,0.0001707166709699548,0.715746421,33.54375,0.0953673717914311,1.71041595806186,3.0049539115678723,15.03,0.6807182916394713,8.023362219941691e-05,0.641415150955438,1.0,1.0
Lapsana communis,Lapsana communis,Lapsana,Asteraceae,152.0,273.0,121.0,418.754761904762,0.00011771301820578268,1.375,,0.06727696321,0.123334232477416,4.141269020985958,18.91633889375,1.202273172907429,3.6226606795536725e-05,0.32257901448408766,1.0,1.0
Medicago sativa,Medicago sativa,Medicago,Fabaceae,152.0,273.0,121.0,26249.34,0.0002932422053928857,1.62825007303535,35.5,0.115473666676667,2.68376655090331,4.197197201369488,26.3727967,1.5820295062426657,7.001069424570791e-05,0.7958638514523392,1.0,1.0
Fallopia convolvulus,Fallopia convolvulus,Fallopia,Polygonaceae,182.0,304.0,122.0,2910.4,0.00011559657397662516,1.375,,0.06508,,4.746968427187867,25.0179055883978,1.4345890626035458,3.5043608655366874e-05,0.2769934409257092,1.0,1.0
